,ADA_USDT,ATOM_USDT,AVAX_USDT,BCH_USDT,BNB_USDT,BTC_USDT,DOGE_USDT,DOT_USDT,EOS_USDT,ETC_USDT,ETH_USDT,LINK_USDT,LTC_USDT,NEO_USDT,SOL_USDT,TRX_USDT,UNI_USDT,XLM_USDT,XRP_USDT,XTZ_USDT
ETH_USDT,0.6812604330504812,0.6366371061937605,0.59123732389577,0.6501104076863058,0.5973231447889131,0.7756177538702139,0.444243401917734,0.7159743320808284,0.6293491414150805,0.7147108571487513,1.0,0.7374811343487031,0.7062809764393896,0.6556881122557936,0.5813213620495778,0.4838982198518046,0.6680461919911383,0.5755457294347986,0.5282715520604997,0.6628786018071939
LINK_USDT,0.6810405276581861,0.6760833683467173,0.6117932929785971,0.6223467144683,0.5437842549291073,0.6379690909380374,0.41870976587740716,0.7034049502461217,0.6424824322695889,0.6456073010818256,0.7374811343487031,1.0,0.6742764292934459,0.6708380726315055,0.5280452344485286,0.4724938432717094,0.6226493877614797,0.5968511767227391,0.5442809939971045,0.6963613197221856
LTC_USDT,0.6302611820563616,0.578704258969176,0.5231912490964403,0.7085127669447522,0.5333525099789714,0.679418513400803,0.4172109580039801,0.6620458676513836,0.6902539445269156,0.687484335447733,0.7062809764393896,0.6742764292934459,1.0,0.6400409311600626,0.4516591036863559,0.47416097833064674,0.5481682550596336,0.5879800156801263,0.5666115357654341,0.6344832999739155
NEO_USDT,0.6179162461624519,0.5982400755969486,0.5535007801251065,0.6551121755231668,0.5617333896288431,0.6245060405220532,0.4085500363836096,0.6229057359865637,0.6992220575266732,0.6834396291811211,0.6556881122557936,0.6708380726315055,0.6400409311600626,1.0,0.5222851413634562,0.5955144505154694,0.5468016102146682,0.5734498900610199,0.5344594152466743,0.6886209437634174
SOL_USDT,0.5190721226231332,0.4968495556049105,0.5543255490667535,0.41931945969596973,0.49893922653863326,0.5248902777173642,0.31267863176747307,0.5236960823553892,0.42379861526049517,0.46180270282248825,0.5813213620495778,0.5280452344485286,0.4516591036863559,0.5222851413634562,1.0,0.33955468272626016,0.4713746092927724,0.37516910062151637,0.41579092841822674,0.4735913221691497
TRX_USDT,0.4616263312077288,0.4412270174913731,0.3682481228912812,0.4860787130378356,0.45224366093323876,0.47462329593041924,0.277061907584656,0.47642952107961184,0.5733887081752612,0.47795764961153125,0.4838982198518046,0.4724938432717094,0.47416097833064674,0.5955144505154694,0.33955468272626016,1.0,0.3941826712434261,0.47353876814812423,0.4654709292441828,0.5102574050551413
UNI_USDT,0.5867619307153279,0.5613641553596672,0.5030257218533598,0.4972586645370008,0.43802925888994276,0.5357824404603863,0.3025025874038983,0.64403043078167,0.5082190312118958,0.5464673786241684,0.6680461919911383,0.6226493877614797,0.5481682550596336,0.5468016102146682,0.4713746092927724,0.3941826712434261,1.0,0.4605285397645273,0.4361142082472063,0.5447228813168083
XLM_USDT,0.6791520005528605,0.5577511359894634,0.48158194346087035,0.5478307195900131,0.4464814385367642,0.5452924380335751,0.37168958112682016,0.5856835576366453,0.6414416543966533,0.5615599852977103,0.5755457294347986,0.5968511767227391,0.5879800156801263,0.5734498900610199,0.37516910062151637,0.47353876814812423,0.4605285397645273,1.0,0.7248898347705776,0.6199610978174667
XRP_USDT,0.556076329784588,0.4793956318675757,0.46444337678991526,0.4926895188370151,0.42782938768486556,0.502687882854643,0.3094778402221674,0.4992485620286547,0.6012831434472321,0.5031840933204861,0.5282715520604997,0.5442809939971045,0.5666115357654341,0.5344594152466743,0.41579092841822674,0.4654709292441828,0.4361142082472063,0.7248898347705776,1.0,0.5507561448485307
XTZ_USDT,0.6398480343421487,0.7050729015569187,0.5794796521335502,0.620182398558706,0.5452155325808941,0.5875661216615395,0.38820235237089695,0.6778799102225863,0.6956740276421126,0.6544747812594117,0.6628786018071939,0.6963613197221856,0.6344832999739155,0.6886209437634174,0.4735913221691497,0.5102574050551413,0.5447228813168083,0.6199610978174667,0.5507561448485307,1.0
