,ADA_USDT,ATOM_USDT,AVAX_USDT,BCH_USDT,BNB_USDT,BTC_USDT,DOGE_USDT,DOT_USDT,EOS_USDT,ETC_USDT,ETH_USDT,LINK_USDT,LTC_USDT,NEO_USDT,SOL_USDT,TRX_USDT,UNI_USDT,XLM_USDT,XRP_USDT,XTZ_USDT
ETH_USDT,0.7681002654501631,0.7487941584074286,0.8264823269815015,0.8467170850507175,0.8633998901070524,0.8741090356597698,0.7702800868338537,0.8372723416844824,0.7906782595850999,0.8632521696389548,1.0,0.8527345845479041,0.8597476721028319,0.844340433314258,0.8332796324579557,0.7236580700367437,0.8625662974819314,0.7966449153212581,0.7752513738255253,0.7930944559155724
LINK_USDT,0.7834512424815674,0.7707838045005225,0.8178865908435538,0.8343186752238141,0.8193087831442245,0.7909678754474133,0.7461324142789203,0.860719698915839,0.7937365544783861,0.8036337940159155,0.8527345845479041,1.0,0.8528178847006004,0.8422103330579742,0.8193314402879698,0.7229838804673137,0.8431001978090698,0.8088748973321855,0.7913536507822241,0.8093548452404143
LTC_USDT,0.7304013519050853,0.771704067252118,0.8049327931153669,0.8847657747737354,0.8748247279466922,0.8240524676303214,0.8031502176809994,0.8650654055526042,0.841487256326867,0.8560855356089495,0.8597476721028319,0.8528178847006004,1.0,0.8758232391476617,0.8099664459818997,0.7913103754054522,0.8525805432163246,0.8335642791965869,0.8007996069883151,0.8097236746400048
NEO_USDT,0.7505303264450011,0.7947788985273467,0.8231220956032492,0.8657906681044031,0.8851447258083205,0.8174864177061949,0.8065398334101952,0.8645458172088452,0.8114040667677239,0.8546089715420738,0.844340433314258,0.8422103330579742,0.8758232391476617,1.0,0.8261644063450332,0.821756205843757,0.8227118328040582,0.8300472696684519,0.7863276686149429,0.8209517037465975
SOL_USDT,0.7798983279013294,0.7505762308114491,0.8282003727989584,0.7728964770409515,0.8066873064059943,0.7421707616355983,0.728605201102843,0.8417202460286223,0.728034932565616,0.7649274818072256,0.8332796324579557,0.8193314402879698,0.8099664459818997,0.8261644063450332,1.0,0.7242777691677748,0.7927755953649522,0.7742249658685159,0.7864380094165446,0.7570410635684313
TRX_USDT,0.6503887892695388,0.7151401950667343,0.7001727495444072,0.7761071208906855,0.8368564369810968,0.7018421419217423,0.7336016054944864,0.7802277033577385,0.7586459207973666,0.7614485411027722,0.7236580700367437,0.7229838804673137,0.7913103754054522,0.821756205843757,0.7242777691677748,1.0,0.7159869684033563,0.7530536438628701,0.7214505756847672,0.7328489101907045
UNI_USDT,0.7275813889003984,0.7452559688327991,0.7938573876834137,0.8062916970113307,0.8318910627182592,0.7928176703647662,0.7511576813810059,0.8319017503124001,0.7701738247895005,0.7975529804486522,0.8625662974819314,0.8431001978090698,0.8525805432163246,0.8227118328040582,0.7927755953649522,0.7159869684033563,1.0,0.7691095986567323,0.7370343725920798,0.7498518482113464
XLM_USDT,0.7920079914193998,0.7471931067182275,0.7907256279007177,0.8131844106428806,0.8235073374167593,0.7784320152816809,0.8021502472085814,0.8166146935841325,0.8164869998822037,0.8050451123538921,0.7966449153212581,0.8088748973321855,0.8335642791965869,0.8300472696684519,0.7742249658685159,0.7530536438628701,0.7691095986567323,1.0,0.8802298514716534,0.770500302613753
XRP_USDT,0.8121673677637037,0.7105012528520581,0.7632705479372299,0.7723831356817853,0.7801014838338262,0.739153967744848,0.7590382037792769,0.7885393598171464,0.7622620492503789,0.7701912536289169,0.7752513738255253,0.7913536507822241,0.8007996069883151,0.7863276686149429,0.7864380094165446,0.7214505756847672,0.7370343725920798,0.8802298514716534,1.0,0.741580724638543
XTZ_USDT,0.7109822796650497,0.7868000960948897,0.7923193433389532,0.789689545362275,0.7907086762848612,0.761875820383565,0.742390342136477,0.8360800029766042,0.7848856550260157,0.781602457708875,0.7930944559155724,0.8093548452404143,0.8097236746400048,0.8209517037465975,0.7570410635684313,0.7328489101907045,0.7498518482113464,0.770500302613753,0.741580724638543,1.0
